"mp_id","Longitude","Latitude","Concentration.Class","speed_sum","speed_avg","ve_avg","vn_avg","buoy_count","measurement_count"
1042,-83.92,21.47,"Very Low",147.962683117899,24.6604471863165,6.29756246895955,2.86307481635242,1,6
1044,-84.08,21.05,"Very Low",177.724342035022,44.4310855087555,-3.80048909422409,-2.13199804902306,1,4
1050,-86.7428,21.1337,"Medium",108.39604,108.39604,39.97896,95.28024,1,1
1061,-86.7912,21.0313,"Medium",103.134519230769,103.134519230769,39.3929038461538,93.6323076923077,1,1
1067,-86.8016,21.5261,"Very Low",246.844205615903,61.7110514039759,-16.3322194921666,48.9231404239433,1,4
1070,-86.8722,20.8538,"Medium",81.0293181818182,81.0293181818182,48.5675,57.6877272727273,1,1
1092,-90.4021,20.8588,"Very Low",322.891061445339,29.3537328586672,-17.441945374555,-7.73527625394883,1,11
1094,-89.6569,21.2888,"Very Low",328.60032664464,29.8727569676945,-7.24664035394486,-7.67896591998241,1,11
1096,-90.0483,21.1655,"Low",706.038933486626,32.0926787948466,-12.328783316243,-2.5029460191198,1,22
1099,-89.6346,21.2915,"Medium",250.162840622104,31.270355077763,-12.7406762392549,-4.1269298231335,1,8
1106,-86.8033,20.4583,"Medium",277.574748203686,69.3936870509216,19.5779875759979,61.4010338896499,1,4
1109,-85.08,20.01,"Medium",285.588886798202,40.7984123997432,-9.04090817047951,17.0603750750059,1,7
1110,-86.958,20.2925,"Medium",126.206396153846,63.1031980769231,1.85658894230769,60.1040675480769,1,2
1111,-87.0054,20.2988,"Low",57.9640465116279,57.9640465116279,7.50990697674419,47.7053720930233,1,1
1128,-87.2573,20.4733,"Medium",79.1828888888889,79.1828888888889,23.954,66.6670555555555,1,1
1134,-87.4759,19.8006,"Medium",213.003061677782,71.0010205592605,1.34726844038845,68.2071796747397,1,3
1136,-87.4324,19.9092,"Medium",63.0519024390244,63.0519024390244,6.68204878048781,53.7654146341463,1,1
1152,-96.3967,19.6826,"Low",233.190112505978,58.2975281264945,25.4110907161645,-45.8459178323768,1,4
1153,-94.8305,20.2637,"Very Low",1671.79224431957,33.4358448863914,-11.5332055471054,3.94411979369856,1,50
1156,-97.007,20.4806,"Medium",124.778543756244,31.194635939061,2.27707425074925,-19.0207137862138,1,4
1165,-80.64,17.68,"Medium",95.1312823275862,47.5656411637931,-36.9679682112069,13.7983359375,1,2
1167,-80.47,18.95,"Medium",58.5778300278036,29.2889150139018,2.56446974050046,-2.98733002780352,1,2
1169,-80.55,19.45,"Very Low",38.354421686747,38.354421686747,1.82003614457831,-1.82489156626506,1,1
1170,-80.24,19.46,"Very Low",31.731009009009,31.731009009009,-3.25790990990991,-7.19714414414414,1,1
1171,-80.19,18.39,"Medium",43.6650384615385,43.6650384615385,-18.689,14.1962307692308,1,1
1173,-80.25,17.58,"Very Low",41.3028032786885,41.3028032786885,-36.3432786885246,2.45670491803279,1,1
1179,-80.39,17,"Low",42.054816091954,42.054816091954,-22.8304022988506,15.0645862068966,1,1
1184,-80.35,17.15,"Very Low",56.956375,56.956375,-22.0025833333333,4.82789583333333,1,1
1186,-81.18,18.39,"Very Low",56.3421403743316,28.1710701871658,-14.9805240641711,0.549332219251337,1,2
1187,-80.8,18.53,"Very Low",53.6135152439024,26.8067576219512,-3.03456554878049,4.5005758807588,1,2
1188,-81.28,19.22,"Medium",21.0066764705882,21.0066764705882,4.56145098039216,1.62692156862745,1,1
1190,-81.0845,19.3331,"Very Low",25.2335357142857,25.2335357142857,-3.065125,1.605,1,1
1191,-81.1861,19.3465,"Low",33.27984,33.27984,-3.214144,-5.465424,1,1
1193,-81.78,17.35,"Very Low",70.9904035087719,70.9904035087719,-49.272,42.3536842105263,1,1
